zip,county,cong_dist
37880,Meigs,TN-47
37881,Grainger,TN-47
37882,Blount,TN-47
37885,Monroe,TN-47
37886,Blount,TN-47
37887,Morgan,TN-47
37888,Grainger,TN-47
37890,Jefferson,TN-47
37891,Hamblen,TN-47
37892,Scott,TN-47
37902,Knox,TN-47
37909,Knox,TN-47
37912,Knox,TN-47
37914,Knox,TN-47
37915,Knox,TN-47
37916,Knox,TN-47
37917,Knox,TN-47
37918,Knox,TN-47
37919,Knox,TN-47
37920,Knox,TN-47
37921,Knox,TN-47
37922,Knox,TN-47
37923,Knox,TN-47
37924,Knox,TN-47
37929,Knox,
37931,Knox,TN-47
37932,Knox,TN-47
37934,Knox,TN-47
37938,Knox,TN-47
38001,Crockett,TN-47
38002,Shelby,TN-47
38004,Tipton,TN-47
38006,Haywood,TN-47
38007,Dyer,TN-47
38008,Hardeman,TN-47
38011,Tipton,TN-47
38012,Haywood,TN-47
38015,Tipton,TN-47
38016,Shelby,TN-47
38017,Shelby,TN-47
38018,Shelby,TN-47
38019,Tipton,TN-47
38021,Crockett,TN-47
38023,Tipton,TN-47
38024,Dyer,TN-47
38028,Fayette,TN-47
38029,Shelby,TN-47
38030,Dyer,TN-47
38034,Crockett,TN-47
38036,Fayette,TN-47
38037,Haywood,TN-47
38039,Hardeman,TN-47
38040,Lauderdale,TN-47
38041,Lauderdale,TN-47
38042,Hardeman,TN-47
38044,Hardeman,TN-47
38046,Fayette,TN-47
38047,Dyer,TN-47
38049,Fayette,TN-47
38050,Crockett,TN-47
38052,Hardeman,TN-47
38053,Shelby,TN-47
38054,Shelby,TN-47
38057,Fayette,TN-47
38058,Tipton,TN-47
38059,Dyer,TN-47
38060,Fayette,TN-47
38061,McNairy,TN-47
38063,Lauderdale,TN-47
38066,Fayette,TN-47
38067,Hardeman,TN-47
38068,Fayette,TN-47
38069,Haywood,TN-47
38070,Dyer,TN-47
38075,Hardeman,TN-47
38076,Fayette,TN-47
38077,Lake,TN-47
38079,Lake,TN-21
38080,Lake,TN-47
38103,Shelby,TN-47
38104,Shelby,TN-47
38105,Shelby,TN-47
38106,Shelby,TN-47
38107,Shelby,TN-47
38108,Shelby,TN-47
38109,Shelby,TN-47
38111,Shelby,TN-47
38112,Shelby,TN-47
38113,Shelby,
38114,Shelby,TN-47
38115,Shelby,TN-47
38116,Shelby,TN-47
38117,Shelby,TN-47
38118,Shelby,TN-47
38119,Shelby,TN-47
38120,Shelby,TN-47
38122,Shelby,TN-47
38125,Shelby,TN-47
38126,Shelby,TN-47
38127,Shelby,TN-47
38128,Shelby,TN-47
38131,Shelby,TN-47
38132,Shelby,TN-47
38133,Shelby,TN-47
38134,Shelby,TN-47
38135,Shelby,TN-47
38138,Shelby,TN-47
38139,Shelby,TN-47
38141,Shelby,TN-47
38152,Shelby,TN-47
38201,Carroll,TN-47
38220,Carroll,TN-47
38221,Benton,TN-47
38222,Henry,TN-47
38224,Henry,TN-47
38225,Weakley,TN-47
38226,Weakley,TN-47
38229,Weakley,TN-47
38230,Weakley,TN-47
38231,Henry,TN-47
38232,Obion,TN-47
38233,Gibson,TN-47
38235,Carroll,TN-47
38236,Henry,TN-47
38237,Weakley,TN-47
38240,Obion,TN-47
38241,Weakley,TN-47
38242,Henry,TN-47
38251,Henry,TN-47
38253,Obion,TN-47
38254,Obion,TN-47
38255,Weakley,TN-47
38256,Henry,TN-47
38257,Obion,TN-47
38258,Carroll,TN-47
38259,Obion,TN-47
38260,Obion,TN-47
38261,Obion,TN-47
38301,Madison,TN-47
38305,Madison,TN-47
38310,McNairy,TN-47
38311,Decatur,TN-47
38313,Madison,TN-47
38315,McNairy,TN-47
38316,Gibson,TN-47
38317,Carroll,TN-47
38318,Carroll,TN-47
38320,Benton,TN-47
38321,Carroll,TN-47
38326,Hardin,TN-28
38327,Hardin,TN-47
38328,Henderson,TN-47
38329,Decatur,TN-47
38330,Gibson,TN-47
38332,Chester,TN-47
38333,Benton,TN-47
38334,McNairy,TN-47
38337,Crockett,TN-47
38338,Gibson,
38339,McNairy,TN-47
38340,Chester,TN-47
38341,Benton,TN-47
38342,Carroll,TN-47
38343,Gibson,TN-47
38344,Carroll,TN-47
38345,Henderson,TN-47
38347,Chester,TN-47
38348,Carroll,TN-47
38351,Henderson,TN-47
38352,Chester,TN-47
38355,Madison,TN-47
38356,Madison,TN-47
38357,McNairy,TN-47
38358,Gibson,TN-47
38359,Hardin,TN-47
38361,Hardin,TN-47
38362,Madison,TN-47
38363,Decatur,TN-47
38365,Hardin,TN-47
38366,Madison,TN-47
38367,McNairy,TN-47
38368,Henderson,TN-47
38369,Gibson,TN-47
38370,Hardin,TN-47
38371,Henderson,TN-47
38372,Hardin,TN-47
38374,Decatur,TN-47
38375,McNairy,TN-47
38376,Hardin,TN-47
38379,McNairy,TN-47
38380,Decatur,TN-47
38381,Hardeman,TN-47
38382,Gibson,TN-47
38387,Carroll,TN-47
38388,Henderson,TN-47
38389,Gibson,
38390,Carroll,TN-47
38391,Madison,TN-47
38392,Madison,TN-47
38401,Maury,TN-47
38425,Wayne,TN-47
38449,Lincoln,TN-47
38450,Wayne,TN-47
38451,Maury,TN-47
38452,Wayne,TN-47
38453,Lincoln,TN-47
38454,Hickman,TN-47
38455,Giles,TN-47
38456,Lawrence,TN-47
38457,Lawrence,TN-47
38459,Lincoln,TN-47
38460,Giles,TN-47
38461,Lewis,TN-47
38462,Lewis,TN-47
38463,Wayne,TN-47
38464,Lawrence,TN-47
38468,Lawrence,TN-47
38469,Lawrence,TN-47
38471,Wayne,TN-47
38472,Giles,TN-47
38473,Giles,TN-47
38474,Maury,TN-47
38475,Hardin,TN-47
38476,Williamson,TN-47
38477,Giles,TN-47
38478,Giles,TN-47
38481,Lawrence,TN-47
38482,Maury,TN-47
38483,Lawrence,TN-47
38485,Wayne,TN-47
38486,Lawrence,TN-47
38487,Maury,TN-47
38488,Lincoln,TN-47
38501,Putnam,TN-47
38503,Putnam,
38504,Fentress,TN-47
38505,Putnam,TN-47
38506,Putnam,TN-47
38541,Clay,TN-47
38542,Overton,TN-47
38543,Overton,TN-47
38544,Putnam,TN-47
38545,Jackson,TN-47
38547,Smith,TN-47
38548,Putnam,TN-47
38549,Pickett,TN-47
38550,Warren,
38551,Clay,TN-47
38552,Smith,TN-47
38553,Fentress,TN-47
38554,Overton,TN-47
38555,Cumberland,TN-47
38556,Fentress,TN-47
38558,Cumberland,TN-47
38559,Van Buren,TN-47
38560,Smith,TN-47
38562,Jackson,TN-47
38563,Smith,TN-47
38564,Jackson,TN-47
38565,Fentress,TN-47
38567,Smith,TN-47
38568,Overton,TN-47
38569,Smith,TN-47
38570,Overton,TN-47
38571,Cumberland,TN-47
38572,Cumberland,TN-47
38573,Overton,TN-47
38574,Putnam,TN-47
38575,Clay,TN-47
38577,Pickett,TN-47
38578,Cumberland,TN-47
38579,White,TN-47
38580,Overton,TN-47
38581,Warren,TN-47
38582,Putnam,TN-47
38583,White,TN-47
38585,Van Buren,TN-47
38587,White,TN-47
38588,Jackson,TN-47
38589,Fentress,TN-47
38601,Lafayette,MS-28
38603,Benton,MS-28
38606,Panola,MS-28
38610,Tippah,MS-28
38611,Marshall,MS-28
38614,Coahoma,MS-28
38617,Coahoma,MS-28
38618,Tate,MS-28
38619,Panola,MS-28
38620,Panola,MS-28
38621,Panola,MS-28
38622,Panola,MS-28
38623,Quitman,MS-28
38625,Tippah,MS-28
38626,Tunica,MS-28
38627,Lafayette,MS-28
38629,Tippah,MS-28
38631,Coahoma,MS-28
38632,DeSoto,MS-28
38633,Benton,MS-28
38635,Marshall,MS-28
38637,DeSoto,MS-28
38639,Coahoma,MS-28
38641,DeSoto,MS-28
38642,Benton,MS-28
38643,Quitman,MS-28
38644,Coahoma,MS-28
38645,Coahoma,MS-28
38646,Quitman,MS-28
38647,Benton,MS-28
38650,Union,MS-28
38651,DeSoto,MS-28
38652,Union,MS-28
38654,DeSoto,MS-28
38655,Lafayette,MS-28
38658,Panola,MS-28
38659,Marshall,MS-28
38661,Marshall,MS-28
38663,Tippah,MS-28
38664,Tunica,MS-28
38665,Tate,MS-28
38666,Panola,MS-28
38668,Tate,MS-28
38670,Quitman,MS-28
38671,DeSoto,MS-28
38672,DeSoto,MS-28
38673,Lafayette,MS-28
38674,Tippah,MS-28
38676,Tunica,MS-28
38677,Lafayette,MS-28
38680,DeSoto,MS-28
38683,Tippah,MS-28
38685,Marshall,MS-28
38701,Washington,MS-28
38703,Washington,MS-28
38720,Coahoma,MS-28
38721,Sharkey,MS-28
38722,Washington,MS-28
38723,Washington,MS-28
38725,Bolivar,MS-28
38726,Bolivar,MS-28
38730,Bolivar,MS-28
38731,Washington,MS-28
38732,Bolivar,MS-28
38733,Bolivar,
38736,Sunflower,MS-28
38737,Sunflower,MS-28
38738,Sunflower,MS-28
38740,Bolivar,MS-28
38744,Washington,MS-28
38745,Issaquena,MS-28
38746,Bolivar,MS-28
38748,Washington,MS-28
38751,Sunflower,MS-28
38753,Sunflower,MS-28
38754,Humphreys,MS-28
38756,Washington,MS-28
38759,Bolivar,MS-28
38760,Washington,MS-28
38761,Sunflower,MS-28
38762,Bolivar,MS-28
38764,Bolivar,MS-28
38765,Sharkey,MS-28
38767,Coahoma,MS-28
38768,Sunflower,MS-28
38769,Bolivar,MS-05
38771,Sunflower,MS-28
38772,Bolivar,MS-28
38773,Bolivar,MS-28
38774,Bolivar,MS-28
38776,Washington,
38778,Sunflower,MS-28
38781,Bolivar,MS-28
38801,Lee,MS-28
38804,Lee,MS-28
38821,Monroe,MS-28
38824,Prentiss,MS-28
38826,Pontotoc,MS-28
38827,Tishomingo,MS-28
38828,Union,MS-28
38829,Prentiss,MS-28
38833,Tishomingo,MS-28
38834,Alcorn,MS-28
38838,Tishomingo,MS-28
38839,Calhoun,
38841,Pontotoc,MS-28
38843,Itawamba,MS-28
38844,Monroe,MS-28
38846,Alcorn,MS-28
38847,Itawamba,MS-28
38848,Monroe,MS-28
38849,Lee,MS-28
38850,Chickasaw,MS-28
38851,Chickasaw,MS-28
38852,Tishomingo,MS-01
38855,Itawamba,MS-28
38856,Itawamba,MS-28
38857,Lee,MS-28
38858,Itawamba,MS-28
38859,Prentiss,MS-28
38860,Chickasaw,MS-28
38862,Lee,MS-28
38863,Pontotoc,MS-28
38864,Pontotoc,MS-28
38865,Alcorn,MS-28
38866,Lee,MS-28
38868,Lee,MS-28
38869,Pontotoc,MS-28
38870,Monroe,MS-28
38871,Pontotoc,MS-28
38873,Tishomingo,MS-28
38876,Itawamba,MS-28
38878,Calhoun,MS-28
38879,Lee,MS-28
38901,Grenada,MS-28
38913,Calhoun,MS-28
38914,Calhoun,MS-28
38915,Calhoun,MS-28
38916,Calhoun,MS-28
38917,Carroll,MS-28
38920,Tallahatchie,MS-28
38921,Tallahatchie,MS-28
38922,Yalobusha,MS-28
38923,Carroll,MS-28
38924,Holmes,MS-28
38925,Montgomery,MS-28
38927,Tallahatchie,MS-28
38928,Tallahatchie,MS-28
38929,Grenada,MS-28
38930,Leflore,MS-28
38940,Grenada,MS-28
38941,Leflore,MS-28
38943,Carroll,MS-28
38944,Leflore,MS-28
38946,Leflore,MS-28
38947,Carroll,MS-28
38948,Yalobusha,MS-28
38949,Lafayette,MS-28
38950,Tallahatchie,MS-28
38951,Calhoun,MS-28
38952,Leflore,MS-28
38953,Tallahatchie,MS-28
38954,Leflore,MS-28
38957,Tallahatchie,MS-28
38961,Yalobusha,MS-28
38962,Tallahatchie,MS-28
38963,Tallahatchie,MS-28
38964,Quitman,MS-28
38965,Yalobusha,MS-28
38966,Tallahatchie,MS-28
38967,Montgomery,MS-28
39038,Humphreys,MS-28
39039,Yazoo,MS-28
39040,Yazoo,MS-28
39041,Hinds,MS-28
39042,Rankin,MS-28
39044,Simpson,MS-28
39045,Madison,MS-28
39046,Madison,MS-28
39047,Rankin,MS-28
39051,Leake,MS-28
39054,Sharkey,MS-28
39056,Hinds,MS-28
39057,Newton,MS-28
39058,Hinds,
39059,Copiah,MS-28
39061,Sharkey,MS-28
39062,Simpson,MS-28
39063,Holmes,MS-28
39066,Hinds,MS-28
39067,Attala,MS-28
39069,Jefferson,MS-28
39071,Madison,MS-28
39073,Rankin,MS-28
39074,Scott,MS-28
39078,Copiah,MS-28
39079,Attala,MS-28
39082,Simpson,MS-28
39083,Copiah,MS-28
39086,Claiborne,MS-28
39088,Sharkey,MS-28
39090,Attala,MS-28
39092,Scott,MS-28
39094,Leake,MS-28
39095,Holmes,MS-28
39096,Jefferson,MS-28
39097,Humphreys,MS-28
39108,Attala,MS-28
39110,Madison,MS-28
39111,Simpson,MS-28
39113,Issaquena,MS-28
39114,Simpson,MS-28
39115,Humphreys,MS-28
39116,Smith,MS-28
39117,Scott,MS-28
39119,Covington,MS-28
39120,Adams,MS-28
39140,Jefferson Davis,MS-28
39144,Claiborne,MS-28
39145,Rankin,MS-28
39146,Madison,MS-28
39148,Rankin,
39149,Simpson,MS-28
39150,Claiborne,MS-28
39152,Smith,MS-28
39153,Smith,MS-28
39154,Hinds,MS-28
39156,Warren,MS-28
39157,Madison,MS-28
39159,Sharkey,MS-28
39160,Attala,MS-28
39162,Yazoo,MS-28
39166,Humphreys,MS-28
39167,Rankin,MS-28
39168,Smith,MS-28
39169,Holmes,MS-28
39170,Hinds,MS-28
39173,Yazoo,
39174,Madison,MS-28
39175,Hinds,MS-28
39176,Carroll,MS-28
39177,Issaquena,MS-28
39179,Yazoo,MS-28
39180,Warren,MS-28
39183,Warren,MS-28
39189,Leake,MS-28
39191,Copiah,MS-28
39192,Attala,MS-28
39193,Rankin,MS-28
39194,Yazoo,MS-28
39201,Hinds,MS-28
39202,Hinds,MS-28
39203,Hinds,MS-28
39204,Hinds,MS-28
39206,Hinds,MS-28
39208,Rankin,MS-28
39209,Hinds,MS-28
39210,Hinds,
39211,Hinds,MS-28
39212,Hinds,MS-28
39213,Hinds,MS-28
39216,Hinds,MS-28
39217,Hinds,MS-28
39218,Rankin,MS-28
39232,Rankin,MS-28
39269,Hinds,MS-28
39272,Hinds,MS-28
39301,Lauderdale,MS-28
39305,Lauderdale,MS-28
39307,Lauderdale,MS-28
39309,Lauderdale,MS-28
39320,Lauderdale,MS-28
39322,Wayne,MS-28
39323,Newton,MS-28
39324,Wayne,
39325,Lauderdale,MS-28
39326,Kemper,MS-28
39327,Newton,MS-28
39328,Kemper,MS-28
39330,Clarke,MS-28
39332,Newton,MS-28
39335,Lauderdale,MS-28
39336,Newton,MS-28
39337,Newton,MS-28
39338,Jasper,MS-28
39339,Winston,MS-28
39341,Noxubee,MS-28
39342,Lauderdale,MS-28
39345,Newton,MS-28
39346,Winston,MS-28
39347,Jasper,MS-28
39348,Jasper,MS-28
39350,Neshoba,MS-28
39352,Kemper,MS-28
39354,Kemper,MS-28
39355,Clarke,MS-28
39356,Jasper,MS-28
39358,Kemper,MS-28
39359,Scott,MS-28
39360,Clarke,MS-28
39361,Noxubee,MS-28
39362,Greene,MS-28
39363,Clarke,MS-28
39364,Lauderdale,MS-28
39365,Neshoba,MS-28
39366,Clarke,MS-28
39367,Wayne,MS-28
39401,Forrest,MS-28
39402,Lamar,MS-28
39406,Forrest,MS-28
39421,Jefferson Davis,MS-28
39422,Jasper,MS-28
39423,Perry,MS-28
39425,Perry,MS-28
39426,Pearl River,MS-28
39427,Jefferson Davis,MS-28
39428,Covington,MS-28
39429,Marion,MS-28
39437,Jones,MS-28
39439,Jasper,MS-28
39440,Jones,MS-28
39443,Jones,MS-28
39451,Greene,MS-28
39452,George,MS-28
39455,Lamar,MS-28
39456,Greene,MS-28
39459,Jones,MS-28
39461,Greene,MS-28
39462,Perry,MS-28
39464,Jones,MS-28
39465,Forrest,MS-28
39466,Pearl River,MS-28
39470,Pearl River,MS-28
39474,Jefferson Davis,MS-28
39475,Lamar,MS-28
39476,Perry,MS-28
39477,Jones,MS-28
39478,Marion,MS-28
39479,Covington,MS-28
39480,Jones,MS-28
39481,Jasper,MS-28
39482,Lamar,MS-28
39483,Marion,MS-28
39501,Harrison,MS-28
39503,Harrison,MS-28
39507,Harrison,MS-28
39520,Hancock,MS-28
39525,Hancock,MS-28
39529,Hancock,
39530,Harrison,MS-28
39531,Harrison,MS-28
39532,Harrison,MS-28
39534,Harrison,MS-28
39540,Harrison,MS-28
39553,Jackson,MS-28
39556,Hancock,MS-28
39560,Harrison,MS-28
39561,Stone,MS-28
39562,Jackson,MS-28
39563,Jackson,MS-28
39564,Jackson,MS-28
39565,Jackson,MS-28
39567,Jackson,MS-28
39571,Harrison,MS-28
39572,Hancock,MS-28
39573,Stone,MS-28
39574,Harrison,MS-28
39576,Hancock,MS-28
39577,Stone,MS-28
39581,Jackson,MS-28
39595,Jackson,
39601,Lincoln,MS-28
39629,Lincoln,MS-28
39630,Franklin,MS-28
39631,Wilkinson,MS-28
39633,Wilkinson,MS-28
39635,Pike,MS-28
39638,Amite,MS-28
39641,Lawrence,MS-28
39643,Marion,MS-28
39645,Amite,MS-28
39647,Franklin,MS-28
39648,Pike,MS-28
39652,Pike,MS-28
39653,Franklin,MS-28
39654,Lawrence,MS-28
39656,Jefferson Davis,MS-28
39657,Pike,MS-28
39661,Franklin,MS-28
39662,Lincoln,MS-28
39663,Lawrence,MS-28
39664,Amite,MS-28
39665,Lawrence,MS-28
39666,Pike,MS-28
39667,Walthall,MS-28
39668,Jefferson,MS-28
39669,Wilkinson,MS-28
39701,Lowndes,MS-28
39702,Lowndes,MS-28
39705,Lowndes,MS-28
39730,Monroe,MS-28
39735,Choctaw,MS-28
39736,Lowndes,MS-28
39737,Webster,MS-28
39739,Noxubee,MS-28
39740,Lowndes,MS-28
39741,Clay,MS-28
39743,Lowndes,MS-28
39744,Webster,MS-28
39745,Attala,MS-28
39746,Monroe,MS-28
39747,Montgomery,MS-28
39750,Webster,MS-28
39751,Webster,MS-28
39752,Choctaw,MS-28
39753,Lowndes,
39755,Clay,MS-28
39756,Clay,MS-28
39759,Oktibbeha,MS-28
39762,Oktibbeha,MS-28
39766,Lowndes,MS-28
39767,Webster,MS-28
39769,Oktibbeha,MS-28
39771,Webster,MS-28
39772,Choctaw,MS-28
39773,Clay,MS-28
39776,Chickasaw,MS-28
39813,Calhoun,GA-13
39815,Decatur,GA-13
39817,Decatur,GA-13
39819,Decatur,GA-13
39823,Early,GA-13
39824,Clay,GA-13
39825,Decatur,GA-13
39826,Terrell,GA-13
39827,Grady,GA-13
39828,Grady,GA-13
39832,Early,
39834,Decatur,GA-13
39836,Randolph,GA-13
39837,Miller,GA-13
39840,Randolph,GA-13
39841,Early,GA-13
39842,Terrell,GA-13
39845,Seminole,GA-13
39846,Calhoun,GA-13
39851,Clay,GA-13
39854,Quitman,GA-13
39859,Seminole,GA-13
39861,Early,GA-13
39862,Calhoun,GA-13
39866,Calhoun,GA-13
39867,Quitman,GA-13
39870,Baker,GA-13
39877,Terrell,GA-13
39885,Terrell,GA-13
39886,Randolph,GA-13
39897,Grady,GA-13
40003,Shelby,KY-21
40004,Nelson,KY-21
40006,Trimble,KY-21
40007,Henry,KY-21
40008,Nelson,KY-21
40009,Marion,KY-21
40010,Oldham,KY-21
40011,Henry,KY-21
40012,Nelson,KY-21
40013,Nelson,KY-21
40014,Oldham,KY-21
40019,Henry,KY-21
40020,Nelson,KY-21
40022,Shelby,KY-21
40023,Jefferson,KY-21
40025,Jefferson,KY-21
40026,Oldham,KY-21
40031,Oldham,KY-21
40033,Marion,KY-21
40036,Henry,KY-21
40037,Marion,KY-21
40040,Washington,KY-21
40041,Jefferson,KY-21
40045,Trimble,KY-21
40046,Spencer,KY-21
40047,Bullitt,KY-21
40049,Marion,KY-21
40050,Henry,KY-21
40051,Nelson,KY-21
40052,Nelson,KY-21
40055,Trimble,KY-21
40056,Oldham,KY-21
40057,Henry,KY-21
40058,Henry,KY-21
40059,Oldham,KY-21
40060,Marion,KY-21
40061,Washington,
40062,Marion,KY-21
40063,Marion,KY-21
40065,Shelby,KY-21
40067,Shelby,KY-21
40068,Henry,KY-21
40069,Washington,KY-21
40070,Henry,KY-21
40071,Spencer,KY-21
40075,Henry,KY-21
40076,Shelby,KY-21
40077,Oldham,KY-21
40078,Washington,KY-21
40104,Meade,KY-21
40107,Nelson,KY-21
40108,Meade,KY-21
40109,Bullitt,KY-21
40110,Bullitt,KY-21
40111,Breckinridge,KY-21
40115,Breckinridge,KY-21
40117,Meade,KY-21
40118,Jefferson,KY-21
40119,Breckinridge,KY-21
40121,Hardin,KY-21
40140,Breckinridge,KY-21
40142,Meade,KY-21
40143,Breckinridge,KY-21
40144,Breckinridge,KY-21
40145,Breckinridge,KY-21
40146,Breckinridge,KY-21
40150,Bullitt,KY-21
40152,Breckinridge,KY-21
40155,Meade,KY-21
40157,Meade,KY-21
40160,Hardin,KY-21
40161,Meade,KY-21
40162,Hardin,KY-21
40165,Bullitt,KY-21
40170,Breckinridge,KY-21
40171,Breckinridge,KY-21
40175,Meade,KY-21
40176,Breckinridge,KY-21
40177,Bullitt,KY-21
40178,Breckinridge,KY-21
40202,Jefferson,KY-21
40203,Jefferson,KY-21
40204,Jefferson,KY-21
40205,Jefferson,KY-21
40206,Jefferson,KY-21
40207,Jefferson,KY-21
40208,Jefferson,KY-21
40209,Jefferson,KY-21
40210,Jefferson,KY-21
40211,Jefferson,KY-21
40212,Jefferson,KY-21
40213,Jefferson,KY-21
40214,Jefferson,KY-21
40215,Jefferson,KY-21
40216,Jefferson,KY-21
40217,Jefferson,KY-21
40218,Jefferson,KY-21
40219,Jefferson,KY-21
40220,Jefferson,KY-21
40221,Jefferson,
40222,Jefferson,KY-21
40223,Jefferson,KY-21
40228,Jefferson,KY-21
40229,Jefferson,KY-21
40231,Jefferson,KY-21
40241,Jefferson,KY-21
40242,Jefferson,KY-21
40243,Jefferson,KY-21
40245,Jefferson,KY-21
40258,Jefferson,KY-21
40272,Jefferson,KY-21
40280,Jefferson,KY-21
40291,Jefferson,KY-21
40299,Jefferson,KY-21
40310,Mercer,KY-21
40311,Nicholas,KY-21
40312,Powell,KY-21
40313,Rowan,KY-21
40316,Menifee,KY-21
40322,Menifee,KY-21
40324,Scott,KY-21
40328,Marion,KY-21
40330,Mercer,KY-21
40334,Bath,KY-21
40336,Estill,KY-21
40337,Montgomery,KY-21
40339,Jessamine,KY-21
40342,Anderson,KY-21
40346,Menifee,KY-21
40347,Woodford,KY-21
40348,Bourbon,KY-21
40350,Nicholas,KY-21
40351,Rowan,KY-21
40353,Montgomery,KY-21
40355,Owen,
40356,Jessamine,KY-21
40357,Bourbon,
40358,Bath,KY-21
40359,Owen,KY-21
40360,Bath,KY-21
40361,Bourbon,KY-21
40363,Owen,KY-21
40370,Scott,KY-21
40371,Bath,KY-21
40372,Mercer,KY-21
40374,Bath,KY-21
40376,Powell,KY-21
40379,Scott,KY-21
40380,Powell,KY-21
40383,Woodford,KY-21
40385,Madison,KY-21
40387,Menifee,KY-21
40390,Jessamine,KY-21
40391,Clark,KY-21
40402,Jackson,KY-21
40403,Madison,KY-21
40404,Madison,KY-21
40409,Rockcastle,KY-21
40419,Lincoln,KY-21
40422,Boyle,KY-21
40434,Jackson,KY-21
40437,Casey,KY-21
40440,Boyle,KY-21
40442,Lincoln,KY-21
40444,Garrard,KY-21
40445,Rockcastle,KY-21
40447,Jackson,KY-21
40448,Lincoln,KY-21
40456,Rockcastle,KY-21
40460,Rockcastle,KY-21
40461,Garrard,KY-21
40464,Boyle,KY-21
40468,Boyle,KY-21
40472,Estill,KY-21
40475,Madison,KY-21
40481,Jackson,KY-21
40484,Lincoln,KY-21
40486,Jackson,KY-21
40489,Lincoln,KY-21
40502,Fayette,KY-21
40503,Fayette,KY-21
40504,Fayette,KY-21
40505,Fayette,KY-21
40507,Fayette,KY-21
40508,Fayette,KY-21
40509,Fayette,KY-21
40510,Fayette,KY-21
40511,Fayette,KY-21
40513,Fayette,KY-21
40514,Fayette,KY-21
40515,Fayette,KY-21
40516,Fayette,KY-21
40517,Fayette,KY-21
40526,Fayette,
40536,Fayette,
40601,Franklin,KY-21
40701,Whitley,KY-21
40729,Laurel,KY-21
40734,Knox,KY-21
40737,Laurel,KY-21
40740,Laurel,KY-21
40741,Laurel,KY-21
40744,Laurel,KY-21
40759,Whitley,KY-21
40763,Whitley,KY-21
40769,Whitley,KY-21
40771,Knox,KY-21
40801,Harlan,KY-21
40803,Leslie,
40806,Harlan,KY-21
40807,Harlan,KY-21
40808,Leslie,KY-21
40810,Harlan,KY-21
40813,Bell,KY-21
40815,Harlan,KY-21
40816,Leslie,KY-21
40818,Harlan,KY-21
40819,Harlan,KY-21
40820,Harlan,KY-21
40823,Harlan,KY-21
40824,Harlan,KY-21
40826,Letcher,KY-21
40827,Leslie,KY-21
40828,Harlan,KY-21
40829,Harlan,KY-21
40830,Harlan,KY-21
40831,Harlan,KY-21
40840,Leslie,KY-21
40843,Harlan,KY-21
40844,Leslie,KY-21
40845,Bell,KY-21
40847,Harlan,KY-21
40849,Harlan,KY-21
40854,Harlan,KY-21
40855,Harlan,KY-21
40856,Bell,KY-21
40858,Leslie,KY-21
40862,Letcher,KY-21
40863,Harlan,KY-21
40865,Harlan,KY-21
40868,Leslie,KY-21
40870,Harlan,KY-21
40873,Harlan,KY-21
40874,Leslie,KY-21
40902,Bell,KY-21
40903,Knox,KY-21
40906,Knox,KY-21
40913,Bell,KY-21
40914,Clay,KY-21
40915,Knox,KY-21
40921,Knox,KY-21
40923,Knox,KY-21
40927,Harlan,KY-21
40935,Knox,KY-21
40939,Bell,KY-21
40940,Bell,KY-21
40941,Clay,KY-21
40943,Knox,KY-21
40946,Knox,KY-21
40949,Knox,KY-21
40953,Knox,KY-21
40958,Bell,KY-21
40962,Clay,KY-21
40964,Harlan,KY-21
40965,Bell,KY-21
40972,Clay,KY-21
40977,Bell,KY-21
40979,Leslie,KY-21
40981,Perry,
40982,Knox,KY-21
40983,Owsley,KY-21
40988,Bell,KY-21
40995,Knox,KY-21
40997,Knox,KY-21
41001,Campbell,KY-21
41002,Bracken,KY-21
41003,Harrison,KY-21
41004,Bracken,KY-21
41005,Boone,KY-21
41006,Pendleton,KY-21
41007,Campbell,KY-21
41008,Carroll,KY-21
41010,Grant,KY-21
41011,Kenton,KY-21
41014,Kenton,KY-21
41015,Kenton,KY-21
41016,Kenton,KY-21
41017,Kenton,KY-21
41018,Kenton,KY-21
41030,Grant,KY-21
41031,Harrison,KY-21
41033,Pendleton,KY-21
41034,Mason,KY-21
41035,Grant,KY-21
41039,Fleming,KY-21
41040,Pendleton,KY-21
41041,Fleming,KY-21
41042,Boone,KY-21
41043,Bracken,KY-21
41044,Mason,KY-21
41045,Carroll,KY-21
41046,Owen,KY-21
41048,Boone,KY-21
41049,Fleming,KY-21
41051,Kenton,KY-21
41052,Grant,KY-21
41055,Mason,KY-21
41056,Mason,KY-21
41059,Campbell,KY-21
41063,Kenton,KY-21
41064,Robertson,KY-21
41071,Campbell,KY-21
41073,Campbell,KY-21
41074,Campbell,KY-21
41075,Campbell,KY-21
41076,Campbell,KY-21
41080,Boone,KY-21
41083,Carroll,KY-21
41085,Campbell,KY-21
41086,Gallatin,KY-21
41091,Boone,KY-21
41092,Boone,KY-21
41093,Fleming,KY-21
41094,Boone,KY-21
41095,Gallatin,KY-21
41097,Grant,KY-21
41098,Owen,KY-21
41101,Boyd,KY-21
41102,Boyd,KY-21
41121,Greenup,KY-21
41124,Lawrence,KY-21
41129,Boyd,KY-21
41132,Carter,KY-21
41135,Lewis,KY-21
41139,Greenup,KY-21
41141,Lewis,KY-21
41142,Carter,KY-21
41143,Carter,KY-21
41144,Greenup,KY-21
41146,Carter,KY-21
41149,Elliott,KY-21
41159,Lawrence,KY-21
