zip,county,cong_dist
16256,Indiana,PA-42
16258,Clarion,PA-42
16259,Armstrong,PA-42
16260,Clarion,PA-42
16262,Armstrong,PA-42
16263,Armstrong,PA-42
16301,Venango,PA-42
16311,Mercer,PA-42
16312,Warren,PA-42
16313,Warren,PA-42
16314,Crawford,PA-42
16316,Crawford,PA-42
16317,Venango,PA-42
16319,Venango,PA-42
16321,Forest,PA-42
16322,Forest,PA-42
16323,Venango,PA-42
16326,Clarion,PA-42
16327,Crawford,PA-42
16328,Crawford,PA-42
16329,Warren,PA-42
16331,Clarion,PA-42
16332,Clarion,PA-42
16333,McKean,PA-42
16334,Clarion,PA-42
16335,Crawford,PA-42
16340,Warren,PA-42
16341,Venango,PA-42
16342,Venango,PA-42
16343,Venango,PA-42
16344,Venango,PA-42
16345,Warren,PA-42
16346,Venango,PA-42
16347,Warren,PA-42
16350,Warren,PA-42
16351,Warren,PA-42
16352,Warren,PA-42
16353,Forest,PA-42
16354,Venango,PA-42
16360,Crawford,PA-42
16361,Clarion,PA-42
16362,Venango,PA-42
16364,Venango,PA-42
16365,Warren,PA-42
16370,Forest,PA-42
16371,Warren,PA-42
16372,Venango,PA-42
16373,Venango,PA-42
16374,Venango,PA-42
16401,Erie,PA-42
16402,Warren,PA-42
16403,Crawford,PA-42
16404,Crawford,PA-42
16405,Warren,PA-42
16406,Crawford,PA-42
16407,Erie,PA-42
16410,Erie,PA-42
16411,Erie,PA-42
16412,Erie,PA-42
16415,Erie,PA-42
16416,Warren,PA-42
16417,Erie,PA-42
16420,Warren,PA-42
16421,Erie,PA-42
16422,Crawford,PA-42
16423,Erie,PA-42
16424,Crawford,PA-42
16426,Erie,PA-42
16427,Erie,PA-42
16428,Erie,PA-42
16430,Erie,
16433,Crawford,PA-42
16434,Crawford,PA-42
16435,Crawford,PA-42
16436,Warren,PA-42
16438,Erie,PA-42
16440,Crawford,PA-42
16441,Erie,PA-42
16442,Erie,PA-42
16443,Erie,PA-42
16444,Erie,PA-42
16475,Erie,
16501,Erie,PA-42
16502,Erie,PA-42
16503,Erie,PA-42
16504,Erie,PA-42
16505,Erie,PA-42
16506,Erie,PA-42
16507,Erie,PA-42
16508,Erie,PA-42
16509,Erie,PA-42
16510,Erie,PA-42
16511,Erie,PA-42
16546,Erie,PA-42
16550,Erie,
16563,Erie,PA-42
16601,Blair,PA-42
16602,Blair,PA-42
16611,Huntingdon,PA-42
16613,Cambria,PA-42
16616,Clearfield,PA-42
16617,Blair,PA-42
16619,Cambria,PA-42
16620,Clearfield,PA-42
16621,Huntingdon,PA-42
16622,Huntingdon,PA-42
16623,Huntingdon,PA-42
16624,Cambria,PA-42
16625,Blair,PA-42
16627,Clearfield,PA-42
16630,Cambria,PA-42
16631,Blair,PA-42
16633,Bedford,PA-42
16634,Huntingdon,PA-42
16635,Blair,PA-42
16636,Cambria,PA-42
16637,Blair,PA-42
16638,Huntingdon,PA-42
16639,Cambria,PA-42
16640,Cambria,PA-42
16641,Cambria,PA-42
16645,Clearfield,PA-42
16646,Cambria,PA-42
16647,Huntingdon,PA-42
16648,Blair,PA-42
16650,Bedford,PA-42
16651,Clearfield,PA-42
16652,Huntingdon,PA-42
16654,Huntingdon,
16655,Bedford,PA-42
16656,Clearfield,PA-42
16657,Huntingdon,PA-42
16659,Bedford,PA-42
16661,Clearfield,PA-42
16662,Blair,PA-42
16664,Bedford,PA-42
16665,Blair,PA-42
16666,Clearfield,PA-42
16667,Bedford,PA-42
16668,Cambria,PA-42
16669,Huntingdon,PA-42
16670,Bedford,PA-42
16671,Clearfield,PA-42
16672,Bedford,PA-42
16673,Blair,PA-42
16674,Huntingdon,PA-42
16675,Cambria,
16677,Centre,PA-42
16678,Bedford,PA-42
16679,Bedford,PA-42
16680,Clearfield,PA-42
16682,Blair,PA-42
16683,Huntingdon,PA-42
16684,Blair,
16685,Huntingdon,PA-42
16686,Blair,PA-42
16689,Fulton,PA-42
16691,Fulton,PA-42
16692,Clearfield,PA-42
16693,Blair,PA-42
16694,Huntingdon,PA-42
16695,Bedford,PA-42
16699,Cambria,PA-42
16701,McKean,PA-42
16720,Potter,PA-42
16724,McKean,PA-42
16725,McKean,PA-42
16726,McKean,PA-42
16727,McKean,PA-42
16729,McKean,PA-42
16730,McKean,PA-42
16731,McKean,PA-42
16732,McKean,PA-42
16733,McKean,PA-42
16734,Elk,PA-42
16735,McKean,PA-42
16738,McKean,PA-42
16740,McKean,PA-42
16743,McKean,PA-42
16744,McKean,PA-42
16745,McKean,PA-42
16746,Potter,PA-42
16748,Potter,PA-42
16749,McKean,PA-42
16750,McKean,PA-42
16801,Centre,PA-42
16802,Centre,PA-42
16803,Centre,PA-42
16820,Centre,PA-42
16821,Clearfield,PA-42
16822,Clinton,PA-42
16823,Centre,PA-42
16825,Clearfield,PA-42
16826,Centre,PA-42
16827,Centre,PA-42
16828,Centre,PA-42
16829,Centre,PA-42
16830,Clearfield,PA-42
16832,Centre,PA-42
16833,Clearfield,PA-42
16834,Clearfield,PA-42
16835,Centre,PA-42
16836,Clearfield,PA-42
16837,Clearfield,PA-42
16838,Clearfield,PA-42
16839,Clearfield,PA-42
16840,Clearfield,PA-42
16841,Centre,PA-42
16843,Clearfield,PA-42
16844,Centre,PA-42
16845,Centre,PA-42
16847,Clearfield,PA-42
16848,Clinton,PA-42
16849,Clearfield,PA-42
16851,Centre,PA-42
16852,Centre,PA-42
16853,Centre,PA-42
16854,Centre,PA-42
16855,Clearfield,PA-42
16856,Centre,
16858,Clearfield,PA-42
16859,Centre,PA-42
16860,Clearfield,PA-42
16861,Clearfield,PA-42
16863,Clearfield,PA-42
16864,Centre,
16865,Centre,PA-42
16866,Centre,PA-42
16868,Centre,PA-42
16870,Centre,PA-42
16871,Clinton,PA-42
16872,Centre,PA-42
16874,Centre,PA-42
16875,Centre,PA-42
16876,Clearfield,PA-42
16877,Centre,PA-42
16878,Clearfield,PA-42
16879,Clearfield,PA-42
16881,Clearfield,PA-42
16882,Centre,PA-42
16901,Tioga,PA-42
16910,Bradford,
16911,Tioga,PA-42
16912,Tioga,PA-42
16914,Bradford,PA-42
16915,Potter,PA-42
16917,Tioga,PA-42
16920,Tioga,PA-42
16921,Tioga,PA-42
16922,Potter,PA-42
16923,Potter,PA-42
16925,Bradford,PA-42
16926,Bradford,PA-42
16927,Potter,PA-42
16928,Tioga,PA-42
16929,Tioga,PA-42
16930,Tioga,PA-42
16932,Tioga,PA-42
16933,Tioga,PA-42
16935,Tioga,PA-42
16936,Tioga,PA-42
16937,Potter,PA-42
16938,Tioga,PA-42
16939,Tioga,PA-42
16940,Tioga,PA-42
16941,Potter,PA-42
16942,Tioga,PA-42
16943,Potter,PA-42
16946,Tioga,PA-42
16947,Bradford,PA-42
16948,Potter,PA-42
16950,Tioga,PA-42
17002,Huntingdon,PA-42
17003,Lebanon,PA-42
17004,Mifflin,PA-42
17005,Dauphin,PA-42
17006,Perry,PA-42
17007,Cumberland,PA-42
17009,Mifflin,PA-42
17010,Lebanon,PA-42
17011,Cumberland,PA-42
17013,Cumberland,PA-42
17014,Juniata,
17015,Cumberland,PA-42
17016,Lebanon,PA-42
17017,Northumberland,PA-42
17018,Dauphin,PA-42
17019,York,PA-42
17020,Perry,PA-42
17021,Juniata,PA-42
17022,Lancaster,PA-42
17023,Dauphin,PA-42
17024,Perry,PA-42
17025,Cumberland,PA-42
17026,Lebanon,PA-42
17027,Cumberland,PA-42
17028,Lebanon,PA-42
17029,Mifflin,PA-42
17030,Dauphin,PA-42
17032,Dauphin,PA-42
17033,Dauphin,PA-42
17034,Dauphin,PA-42
17035,Juniata,PA-42
17036,Dauphin,PA-42
17037,Perry,PA-42
17038,Lebanon,PA-42
17039,Lebanon,PA-42
17040,Perry,PA-42
17041,Lebanon,PA-42
17042,Lebanon,PA-42
17043,Cumberland,PA-42
17044,Mifflin,PA-42
17045,Perry,PA-42
17046,Lebanon,PA-42
17047,Perry,PA-42
17048,Dauphin,PA-42
17049,Juniata,PA-42
17050,Cumberland,PA-42
17051,Mifflin,PA-42
17052,Huntingdon,PA-42
17053,Perry,PA-42
17054,Mifflin,
17055,Cumberland,PA-42
17056,Juniata,PA-42
17057,Dauphin,PA-42
17058,Juniata,PA-42
17059,Juniata,PA-42
17060,Huntingdon,PA-42
17061,Dauphin,PA-42
17062,Perry,PA-42
17063,Mifflin,PA-42
17064,Lebanon,PA-42
17065,Cumberland,PA-42
17066,Huntingdon,PA-42
17067,Lebanon,PA-42
17068,Perry,PA-42
17069,Perry,PA-42
17070,York,PA-42
17071,Perry,PA-42
17073,Lebanon,PA-42
17074,Perry,PA-42
17075,Mifflin,PA-42
17076,Juniata,PA-42
17077,Lebanon,PA-42
17078,Lebanon,PA-42
17080,Dauphin,PA-42
17081,Cumberland,PA-42
17082,Juniata,PA-42
17084,Mifflin,PA-42
17086,Snyder,PA-42
17087,Berks,PA-42
17088,Lebanon,PA-42
17090,Perry,PA-42
17093,Cumberland,PA-42
17094,Juniata,PA-42
17097,Dauphin,PA-42
17098,Dauphin,PA-42
17099,Mifflin,PA-42
17101,Dauphin,PA-42
17102,Dauphin,PA-42
17103,Dauphin,PA-42
17104,Dauphin,PA-42
17109,Dauphin,PA-42
17110,Dauphin,PA-42
17111,Dauphin,PA-42
17112,Dauphin,PA-42
17113,Dauphin,PA-42
17120,Dauphin,PA-42
17201,Franklin,PA-42
17202,Franklin,PA-42
17210,Franklin,PA-42
17211,Bedford,PA-42
17212,Fulton,PA-42
17213,Huntingdon,PA-42
17214,Franklin,PA-42
17215,Huntingdon,PA-42
17217,Franklin,PA-42
17219,Franklin,PA-42
17220,Franklin,PA-42
17221,Franklin,PA-42
17222,Franklin,PA-42
17223,Fulton,PA-42
17224,Franklin,PA-42
17225,Franklin,PA-42
17228,Fulton,PA-42
17229,Fulton,PA-42
17232,Franklin,
17233,Fulton,PA-42
17235,Franklin,PA-42
17236,Franklin,PA-42
17237,Franklin,PA-42
17238,Fulton,PA-42
17239,Huntingdon,PA-42
17240,Cumberland,PA-42
17241,Cumberland,PA-42
17243,Huntingdon,PA-42
17244,Franklin,PA-42
17246,Franklin,PA-42
17247,Franklin,PA-42
17249,Huntingdon,PA-42
17250,Franklin,PA-42
17251,Franklin,PA-42
17252,Franklin,PA-42
17253,Huntingdon,PA-42
17254,Franklin,PA-42
17255,Huntingdon,PA-42
17257,Cumberland,PA-42
17260,Huntingdon,PA-42
17261,Franklin,PA-42
17262,Franklin,PA-42
17263,Franklin,PA-42
17264,Huntingdon,PA-42
17265,Franklin,PA-42
17266,Cumberland,PA-42
17267,Fulton,PA-42
17268,Franklin,PA-42
17271,Franklin,PA-42
17301,Adams,PA-42
17302,York,PA-42
17303,Adams,
17304,Adams,PA-42
17306,Adams,PA-42
17307,Adams,PA-42
17309,York,PA-42
17311,York,PA-42
17313,York,PA-42
17314,York,PA-42
17315,York,PA-42
17316,Adams,PA-42
17317,York,PA-42
17318,York,PA-42
17319,York,PA-42
17320,Adams,PA-42
17321,York,PA-42
17322,York,PA-42
17323,York,
17324,Cumberland,PA-42
17325,Adams,PA-42
17327,York,PA-42
17329,York,PA-42
17331,York,PA-42
17339,York,PA-42
17340,Adams,PA-42
17342,York,
17343,Adams,PA-42
17344,Adams,PA-42
17345,York,PA-42
17347,York,PA-42
17349,York,PA-42
17350,Adams,PA-42
17352,York,PA-42
17353,Adams,PA-42
17355,York,PA-42
17356,York,PA-42
17360,York,PA-42
17361,York,PA-42
17362,York,PA-42
17363,York,PA-42
17364,York,PA-42
17365,York,PA-42
17366,York,PA-42
17368,York,PA-42
17370,York,PA-42
17371,York,PA-42
17372,Adams,PA-42
17401,York,PA-42
17402,York,PA-42
17403,York,PA-42
17404,York,PA-42
17406,York,PA-42
17407,York,PA-42
17408,York,PA-42
17501,Lancaster,PA-42
17502,Lancaster,PA-42
17504,Lancaster,
17505,Lancaster,PA-42
17506,Lancaster,
17507,Lancaster,PA-42
17508,Lancaster,PA-42
17509,Lancaster,PA-42
17512,Lancaster,PA-42
17516,Lancaster,PA-42
17517,Lancaster,PA-42
17518,Lancaster,PA-42
17519,Lancaster,PA-42
17520,Lancaster,PA-42
17522,Lancaster,PA-42
17527,Lancaster,PA-42
17529,Lancaster,PA-42
17532,Lancaster,PA-42
17534,Lancaster,
17535,Lancaster,PA-42
17536,Lancaster,PA-42
17538,Lancaster,PA-42
17540,Lancaster,PA-42
17543,Lancaster,PA-42
17545,Lancaster,PA-42
17547,Lancaster,PA-42
17550,Lancaster,PA-42
17551,Lancaster,PA-42
17552,Lancaster,PA-42
17554,Lancaster,PA-42
17555,Lancaster,PA-42
17557,Lancaster,PA-42
17560,Lancaster,PA-42
17562,Lancaster,PA-42
17563,Lancaster,PA-42
17565,Lancaster,PA-42
17566,Lancaster,PA-42
17568,Lancaster,
17569,Lancaster,PA-42
17570,Lancaster,PA-42
17572,Lancaster,PA-42
17576,Lancaster,PA-42
17578,Lancaster,PA-42
17579,Lancaster,PA-42
17581,Lancaster,PA-42
17582,Lancaster,PA-42
17584,Lancaster,PA-42
17601,Lancaster,PA-42
17602,Lancaster,PA-42
17603,Lancaster,PA-42
17606,Lancaster,PA-42
17701,Lycoming,PA-42
17702,Lycoming,PA-42
17720,Lycoming,
17721,Clinton,PA-42
17723,Lycoming,PA-42
17724,Bradford,PA-42
17727,Tioga,PA-42
17728,Lycoming,PA-42
17729,Potter,PA-42
17730,Northumberland,PA-42
17731,Sullivan,PA-42
17737,Lycoming,PA-42
17739,Lycoming,PA-42
17740,Lycoming,PA-42
17742,Lycoming,PA-42
17744,Lycoming,PA-42
17745,Clinton,PA-42
17747,Clinton,PA-42
17748,Clinton,PA-42
17749,Northumberland,PA-42
17750,Clinton,PA-42
17751,Clinton,PA-42
17752,Lycoming,PA-42
17754,Lycoming,PA-42
17756,Lycoming,PA-42
17758,Sullivan,PA-42
17760,Clinton,PA-42
17762,Lycoming,PA-42
17763,Lycoming,PA-42
17764,Clinton,PA-42
17765,Tioga,PA-42
17768,Sullivan,PA-42
17769,Lycoming,
17771,Lycoming,PA-42
17772,Montour,PA-42
17774,Lycoming,PA-42
17776,Lycoming,PA-42
17777,Northumberland,PA-42
17778,Clinton,PA-42
17779,Clinton,PA-42
17801,Northumberland,PA-42
17810,Lycoming,PA-42
17812,Snyder,PA-42
17813,Snyder,PA-42
17814,Columbia,PA-42
17815,Columbia,PA-42
17820,Columbia,PA-42
17821,Montour,PA-42
17822,Montour,PA-42
17823,Northumberland,PA-42
17824,Columbia,PA-42
17827,Snyder,PA-42
17829,Union,PA-42
17830,Northumberland,PA-42
17832,Northumberland,PA-42
17834,Northumberland,PA-42
17835,Union,PA-42
17836,Northumberland,PA-42
17837,Union,PA-42
17840,Northumberland,PA-42
17841,Mifflin,PA-42
17842,Snyder,PA-42
17844,Union,PA-42
17845,Union,PA-42
17846,Columbia,PA-42
17847,Northumberland,PA-42
17850,Northumberland,PA-42
17851,Northumberland,PA-42
17853,Snyder,PA-42
17855,Union,PA-42
17856,Union,PA-42
17857,Northumberland,PA-42
17858,Columbia,
17859,Columbia,PA-42
17860,Northumberland,PA-42
17861,Snyder,PA-42
17862,Snyder,PA-42
17864,Snyder,PA-42
17865,Northumberland,PA-42
17866,Northumberland,PA-42
17867,Northumberland,PA-42
17868,Northumberland,PA-42
17870,Snyder,PA-42
17872,Northumberland,PA-42
17876,Snyder,PA-42
17878,Columbia,PA-42
17880,Union,PA-42
17881,Northumberland,PA-42
17884,Montour,PA-42
17885,Union,PA-42
17886,Union,PA-42
17887,Union,PA-42
17888,Columbia,PA-42
17889,Snyder,PA-42
17901,Schuylkill,PA-42
17920,Columbia,PA-42
17921,Schuylkill,PA-42
17922,Schuylkill,PA-42
17923,Schuylkill,PA-42
17925,Schuylkill,PA-42
17929,Schuylkill,PA-42
17930,Schuylkill,PA-42
17931,Schuylkill,PA-42
17933,Schuylkill,PA-42
17934,Schuylkill,PA-42
17935,Schuylkill,PA-42
17936,Schuylkill,PA-42
17938,Schuylkill,PA-42
17941,Schuylkill,PA-42
17943,Schuylkill,PA-42
17944,Schuylkill,PA-42
17945,Columbia,PA-42
17946,Schuylkill,PA-42
17948,Schuylkill,PA-42
17949,Schuylkill,PA-42
17951,Schuylkill,PA-42
17952,Schuylkill,PA-42
17953,Schuylkill,PA-42
17954,Schuylkill,PA-42
17957,Schuylkill,PA-42
17959,Schuylkill,PA-42
17960,Schuylkill,PA-42
17961,Schuylkill,PA-42
17963,Schuylkill,PA-42
17964,Schuylkill,PA-42
17965,Schuylkill,PA-42
17967,Schuylkill,PA-42
17968,Schuylkill,PA-42
17970,Schuylkill,PA-42
17972,Schuylkill,PA-42
17974,Schuylkill,PA-42
17976,Schuylkill,PA-42
17978,Dauphin,PA-42
17979,Schuylkill,PA-42
17980,Dauphin,PA-42
17981,Schuylkill,PA-42
17982,Schuylkill,PA-42
17983,Schuylkill,PA-42
17985,Schuylkill,PA-42
18011,Berks,PA-42
18012,Carbon,
18013,Northampton,PA-42
18014,Northampton,PA-42
18015,Northampton,PA-42
18017,Northampton,PA-42
18018,Lehigh,PA-42
18020,Northampton,PA-42
18030,Carbon,PA-42
18031,Lehigh,PA-42
18032,Lehigh,PA-42
18034,Lehigh,PA-42
18035,Northampton,PA-42
18036,Lehigh,PA-42
18037,Lehigh,PA-42
18038,Northampton,PA-42
18040,Northampton,PA-42
18041,Montgomery,PA-42
18042,Northampton,PA-42
18045,Northampton,PA-42
18046,Lehigh,PA-42
18049,Lehigh,PA-42
18051,Lehigh,PA-42
18052,Lehigh,PA-42
18053,Lehigh,PA-42
18054,Montgomery,PA-42
18055,Northampton,PA-42
18056,Berks,PA-42
18058,Monroe,PA-42
18059,Lehigh,PA-42
18062,Lehigh,PA-42
18063,Northampton,PA-42
18064,Northampton,PA-42
18065,Lehigh,
18066,Lehigh,PA-42
18067,Northampton,PA-42
18069,Lehigh,PA-42
18070,Montgomery,PA-42
18071,Carbon,PA-42
18072,Northampton,PA-42
18073,Montgomery,PA-42
18074,Montgomery,PA-42
18076,Montgomery,PA-42
18077,Bucks,PA-42
18078,Lehigh,PA-42
18079,Lehigh,PA-42
18080,Lehigh,PA-42
18081,Bucks,PA-42
18083,Northampton,PA-42
18085,Northampton,PA-42
18086,Northampton,PA-42
18087,Lehigh,PA-42
18088,Northampton,PA-42
18091,Northampton,PA-42
18092,Lehigh,PA-42
18101,Lehigh,PA-42
18102,Lehigh,PA-42
18103,Lehigh,PA-42
18104,Lehigh,PA-42
18106,Lehigh,PA-42
18109,Lehigh,PA-42
18195,Lehigh,PA-42
18201,Luzerne,PA-42
18202,Luzerne,PA-42
18210,Carbon,PA-42
18211,Schuylkill,PA-42
18212,Carbon,PA-42
18214,Schuylkill,PA-42
18216,Carbon,PA-42
18218,Schuylkill,PA-42
18219,Luzerne,PA-42
18220,Schuylkill,PA-42
18221,Luzerne,PA-42
18222,Luzerne,PA-42
18223,Luzerne,PA-42
18224,Luzerne,PA-42
18225,Luzerne,PA-42
18229,Carbon,PA-42
18230,Carbon,PA-42
18231,Schuylkill,PA-42
18232,Carbon,PA-42
18234,Luzerne,PA-42
18235,Carbon,PA-42
18237,Schuylkill,PA-42
18239,Luzerne,PA-42
18240,Carbon,PA-42
18241,Luzerne,PA-42
18242,Schuylkill,PA-42
18244,Carbon,PA-42
18245,Schuylkill,PA-42
18246,Luzerne,PA-42
18248,Schuylkill,PA-42
18249,Luzerne,PA-42
18250,Carbon,PA-42
18252,Schuylkill,PA-42
18254,Carbon,PA-42
18255,Carbon,PA-42
18256,Luzerne,PA-42
18301,Monroe,PA-42
18302,Monroe,PA-42
18321,Monroe,PA-42
18322,Monroe,PA-42
18323,Monroe,PA-42
18324,Pike,PA-42
18325,Monroe,PA-42
18326,Monroe,PA-42
18327,Monroe,PA-42
18328,Pike,PA-42
18330,Monroe,PA-42
18331,Monroe,PA-42
18332,Monroe,PA-42
18333,Monroe,PA-42
18334,Monroe,PA-42
18335,Monroe,PA-42
18336,Pike,PA-42
18337,Pike,PA-42
18340,Pike,PA-42
18342,Monroe,PA-42
18343,Northampton,PA-42
18344,Monroe,PA-42
18346,Monroe,PA-42
18347,Monroe,PA-42
18349,Monroe,PA-42
18350,Monroe,PA-42
18351,Northampton,PA-42
18353,Monroe,PA-42
18354,Monroe,PA-42
18355,Monroe,PA-42
18356,Monroe,PA-42
18357,Monroe,PA-42
18360,Monroe,PA-42
18370,Monroe,PA-42
18371,Pike,PA-42
18372,Monroe,PA-42
18403,Lackawanna,PA-42
18405,Wayne,PA-42
18407,Lackawanna,PA-42
18411,Lackawanna,PA-42
18413,Susquehanna,PA-42
18414,Lackawanna,PA-42
18415,Wayne,PA-42
18417,Wayne,PA-42
18419,Wyoming,PA-42
18420,Lackawanna,PA-42
18421,Susquehanna,PA-42
18424,Lackawanna,PA-42
18425,Pike,PA-42
18426,Pike,PA-42
18428,Pike,PA-42
18430,Susquehanna,PA-42
18431,Wayne,PA-42
18433,Lackawanna,PA-42
18434,Lackawanna,PA-42
18435,Pike,PA-42
18436,Wayne,PA-42
18437,Wayne,PA-42
18438,Wayne,PA-42
18439,Wayne,PA-42
18440,Lackawanna,
18441,Susquehanna,PA-42
18443,Wayne,PA-42
18444,Lackawanna,PA-42
18445,Wayne,PA-42
18446,Susquehanna,PA-42
18447,Lackawanna,PA-42
18451,Pike,PA-42
18452,Lackawanna,PA-42
18453,Wayne,PA-42
18454,Wayne,PA-42
18455,Wayne,PA-42
18456,Wayne,PA-42
18457,Pike,PA-42
18458,Pike,PA-42
18460,Wayne,PA-42
18461,Wayne,PA-42
18462,Wayne,PA-42
18463,Wayne,PA-42
18464,Pike,PA-42
18465,Susquehanna,PA-42
18466,Monroe,PA-42
18469,Wayne,PA-42
18470,Susquehanna,PA-42
18471,Lackawanna,PA-42
18472,Wayne,PA-42
18473,Wayne,PA-42
18503,Lackawanna,PA-42
18504,Lackawanna,PA-42
18505,Lackawanna,PA-42
18507,Lackawanna,PA-42
18508,Lackawanna,PA-42
18509,Lackawanna,PA-42
18510,Lackawanna,PA-42
18512,Lackawanna,PA-42
18517,Lackawanna,PA-42
18518,Lackawanna,PA-42
18519,Lackawanna,PA-42
18602,Luzerne,PA-42
18603,Columbia,PA-42
18610,Monroe,PA-42
18612,Luzerne,PA-42
18614,Sullivan,PA-42
18615,Wyoming,PA-42
18616,Sullivan,PA-42
18617,Luzerne,PA-42
18618,Luzerne,PA-42
18619,Sullivan,PA-42
18621,Luzerne,PA-42
18622,Luzerne,PA-42
18623,Bradford,PA-42
18624,Carbon,PA-42
18625,Wyoming,PA-42
18626,Sullivan,PA-42
18627,Luzerne,
18628,Sullivan,PA-42
18629,Wyoming,PA-42
18630,Susquehanna,PA-42
18631,Columbia,PA-42
18632,Sullivan,PA-42
18634,Luzerne,PA-42
18635,Luzerne,PA-42
18636,Wyoming,PA-42
18640,Luzerne,PA-42
18641,Luzerne,PA-42
18642,Luzerne,PA-42
18643,Luzerne,PA-42
18644,Luzerne,PA-42
18651,Luzerne,PA-42
18655,Luzerne,PA-42
18656,Luzerne,PA-42
18657,Wyoming,PA-42
18660,Luzerne,PA-42
18661,Luzerne,PA-42
18701,Luzerne,PA-42
18702,Luzerne,PA-42
18704,Luzerne,PA-42
18705,Luzerne,PA-42
18706,Luzerne,PA-42
18707,Luzerne,PA-42
18708,Luzerne,PA-42
18709,Luzerne,PA-42
18801,Susquehanna,PA-42
18810,Bradford,PA-42
18812,Susquehanna,PA-42
18814,Bradford,PA-42
18816,Susquehanna,PA-42
18817,Bradford,PA-42
18818,Susquehanna,PA-42
18820,Susquehanna,
18821,Susquehanna,PA-42
18822,Susquehanna,PA-42
18823,Susquehanna,PA-42
18824,Susquehanna,PA-42
18825,Susquehanna,PA-42
18826,Susquehanna,PA-42
18828,Susquehanna,PA-42
18829,Bradford,PA-42
18830,Susquehanna,PA-42
18831,Bradford,PA-42
18832,Bradford,PA-42
18833,Bradford,PA-42
18834,Susquehanna,PA-42
18837,Bradford,PA-42
18840,Bradford,PA-42
18842,Susquehanna,PA-42
18843,Susquehanna,PA-42
18844,Susquehanna,PA-42
18845,Bradford,PA-42
18846,Bradford,PA-42
18847,Susquehanna,PA-42
18848,Bradford,PA-42
18850,Bradford,PA-42
18851,Bradford,PA-42
18853,Bradford,PA-42
18854,Bradford,PA-42
18901,Bucks,PA-42
18902,Bucks,PA-42
18912,Bucks,PA-42
18913,Bucks,PA-42
18914,Bucks,PA-42
18915,Montgomery,PA-42
18917,Bucks,PA-42
18920,Bucks,PA-42
18921,Bucks,
18923,Bucks,PA-42
18925,Bucks,PA-42
18927,Bucks,
18929,Bucks,PA-42
18930,Bucks,PA-42
18932,Bucks,PA-42
18933,Bucks,
18935,Bucks,PA-42
18936,Montgomery,PA-42
18938,Bucks,PA-42
18940,Bucks,PA-42
18942,Bucks,PA-42
18944,Bucks,PA-42
18946,Bucks,
18947,Bucks,PA-42
18950,Bucks,PA-42
18951,Bucks,PA-42
18954,Bucks,PA-42
18955,Bucks,PA-42
18960,Bucks,PA-42
18962,Bucks,PA-42
18964,Montgomery,PA-42
18966,Bucks,PA-42
18969,Montgomery,PA-42
18970,Bucks,PA-42
18972,Bucks,PA-42
18974,Bucks,PA-42
18976,Bucks,PA-42
18977,Bucks,PA-42
18980,Bucks,PA-42
19001,Montgomery,PA-42
19002,Montgomery,PA-42
19003,Delaware,PA-42
19004,Montgomery,PA-42
19006,Montgomery,PA-42
19007,Bucks,PA-42
19008,Delaware,PA-42
19009,Montgomery,PA-42
19010,Delaware,PA-42
19012,Montgomery,PA-42
19013,Delaware,PA-42
19014,Delaware,PA-42
19015,Delaware,PA-42
19017,Delaware,PA-42
19018,Delaware,PA-42
19020,Bucks,PA-42
19021,Bucks,PA-42
19022,Delaware,PA-42
19023,Delaware,PA-42
19025,Montgomery,PA-42
19026,Delaware,PA-42
19027,Montgomery,PA-42
19029,Delaware,PA-42
19030,Bucks,PA-42
19031,Montgomery,PA-42
19032,Delaware,PA-42
19033,Delaware,PA-42
19034,Montgomery,PA-42
19035,Montgomery,PA-42
19036,Delaware,PA-42
19038,Montgomery,PA-42
19040,Montgomery,PA-42
19041,Delaware,PA-42
19043,Delaware,PA-42
19044,Montgomery,PA-42
19046,Montgomery,PA-42
19047,Bucks,PA-42
19050,Delaware,PA-42
19052,Delaware,
19053,Bucks,PA-42
19054,Bucks,PA-42
19055,Bucks,PA-42
19056,Bucks,PA-42
19057,Bucks,PA-42
19060,Delaware,PA-42
19061,Delaware,PA-42
19063,Delaware,PA-42
19064,Delaware,PA-42
19066,Montgomery,PA-42
19067,Bucks,PA-42
19070,Delaware,PA-42
19072,Montgomery,PA-42
19073,Delaware,PA-42
19074,Delaware,PA-42
19075,Montgomery,PA-42
19076,Delaware,PA-42
19078,Delaware,PA-42
19079,Delaware,PA-42
19081,Delaware,PA-42
19082,Delaware,PA-42
19083,Delaware,PA-42
19085,Delaware,PA-42
19086,Delaware,PA-42
19087,Chester,PA-42
19090,Montgomery,PA-42
19094,Delaware,PA-42
19095,Montgomery,PA-42
19096,Montgomery,PA-42
19102,Philadelphia,PA-42
19103,Philadelphia,PA-42
19104,Philadelphia,PA-42
19106,Philadelphia,PA-42
19107,Philadelphia,PA-42
19108,Philadelphia,
19109,Philadelphia,PA-42
19111,Philadelphia,PA-42
19112,Philadelphia,PA-42
19113,Delaware,PA-42
19114,Philadelphia,PA-42
19115,Philadelphia,PA-42
19116,Philadelphia,PA-42
19118,Philadelphia,PA-42
19119,Philadelphia,PA-42
19120,Philadelphia,PA-42
19121,Philadelphia,PA-42
19122,Philadelphia,PA-42
19123,Philadelphia,PA-42
19124,Philadelphia,PA-42
19125,Philadelphia,PA-42
19126,Philadelphia,PA-42
